Genes,Gene_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TDRD5,0,-0.12452253,0.120127514,0.052121338,0.009849429,0.114336215,-0.3014877,0.06316345,0.43848777,-0.16847588,0.055312034,-0.18565966,-0.24778336,-0.0339423,0.102736086,0.01237744,-0.14136012,0.02824918,-0.2715507,-0.02410115,-0.42949563,0.039918512,0.1546032,0.1520272,-0.07338828,-0.071604796,-0.009406071,-0.24259335,-0.22404845,-0.08733204,0.010623037,0.3052646,0.072091974,0.073108785,0.006363572,-0.11482588,0.24821797,-0.06659422,-0.31859913,-0.2703345,-0.41012,-0.087446444,-0.15146542,0.011899337,-0.0396814,0.19780417,-0.13147199,-0.11221106,0.07100217,0.118355915,0.084161505,0.15470493,-0.22349453,-0.08840331,0.028087553,-0.25325337,0.16024984,0.12118358,-0.017828053,-0.27512166,0.04819258,0.029241657,0.09745707,-0.19478232,-0.14646459,-0.382242,0.029444052,0.07935574,0.13717604,-0.2831095,0.16592279,-0.1427668,-0.0721683,0.20823032,-0.1479055,0.050444823,0.15010168,-0.08859208,-0.051321585,-0.15587938,0.19935265,0.004967769,-0.19140366,-0.2022537,0.38200602,0.024123613,0.07958137,-0.13738394,0.41660932,0.22674578,0.032584388,0.27633265,0.054004177,-0.13172357,0.02144265,0.2714058,0.2769877,0.012349048,-0.33885548,0.16445892,-0.15544778
ZNF483,0,-0.12843935,0.13231653,0.060980316,0.015484598,0.1300077,-0.28694463,0.07369406,0.4352819,-0.1808816,0.06284157,-0.17136861,-0.23809117,-0.027627863,0.10166973,0.018515155,-0.14623034,0.010925417,-0.26138633,-0.008945891,-0.42197964,0.04550782,0.13401331,0.15076868,-0.07369556,-0.08122264,-0.0077712275,-0.23610029,-0.21203741,-0.102264345,0.018285662,0.31540132,0.06160998,0.07518306,0.008797996,-0.10435658,0.22955625,-0.07256738,-0.32367203,-0.27292445,-0.4236763,-0.07911268,-0.14384496,0.01663872,-0.040591493,0.20553017,-0.1377782,-0.121518545,0.062481616,0.11537434,0.091009684,0.15080827,-0.22623603,-0.0841663,0.029379105,-0.2682407,0.1646209,0.13409004,-0.022615025,-0.26571664,0.053923793,0.04238542,0.08994483,-0.17673579,-0.14565317,-0.38183033,0.02654264,0.079066925,0.12711383,-0.2715649,0.15433529,-0.15249442,-0.06840895,0.20426245,-0.1301373,0.057314605,0.14029478,-0.07430425,-0.03962931,-0.15113604,0.19449674,0.00928797,-0.17048433,-0.19703238,0.37528557,0.017925374,0.07218856,-0.13895442,0.40708178,0.21105073,0.032621145,0.28285563,0.035777885,-0.13558298,0.032112226,0.28857747,0.2714057,0.010115273,-0.3492846,0.16584559,-0.14180423
SLC27A6,0,-0.12910548,0.11616947,0.05925276,-0.00077271485,0.10830395,-0.27606672,0.055794112,0.39697623,-0.16071713,0.050719865,-0.16463003,-0.2267405,-0.027665941,0.09390789,0.019112846,-0.1395324,0.013513879,-0.24322471,-0.012185007,-0.39523104,0.02841992,0.12095214,0.13642156,-0.06630461,-0.05644771,-0.020646762,-0.21747553,-0.19654822,-0.09356143,0.0030897453,0.2792431,0.07001936,0.059826445,0.0053260955,-0.099388115,0.23188761,-0.049841408,-0.28819883,-0.245963,-0.38736144,-0.0808716,-0.13391294,0.019078156,-0.03164072,0.18950738,-0.1277142,-0.10950668,0.06482153,0.109675765,0.09387123,0.1447265,-0.20667419,-0.07610347,0.022941573,-0.23999494,0.14176334,0.12893303,-0.016026514,-0.23629366,0.044073466,0.034635417,0.07792257,-0.15933794,-0.12998271,-0.3451772,0.0318641,0.07130051,0.118194364,-0.24347514,0.15236506,-0.14526021,-0.055718385,0.19737169,-0.13468423,0.0594057,0.12979467,-0.083506346,-0.044798624,-0.12653463,0.17917609,-0.0081678545,-0.1718296,-0.18153067,0.3417008,0.020966925,0.079012446,-0.123273216,0.37157017,0.19430317,0.029068973,0.26153347,0.040269937,-0.124892786,0.021621656,0.2619307,0.26978952,0.005516817,-0.31871,0.14337723,-0.14960086
CTNNA1,0,-0.10874107,0.102805324,0.05267693,0.013954733,0.10784086,-0.25203577,0.055841018,0.38402903,-0.15662454,0.049529765,-0.16235007,-0.20926148,-0.01248865,0.09604315,0.013283454,-0.12237669,0.024750875,-0.22770378,-0.023234993,-0.3664938,0.037523977,0.11897748,0.13181865,-0.07721199,-0.07163387,-0.023705823,-0.20842443,-0.18989731,-0.08376916,0.021288728,0.27874675,0.06049035,0.06045625,0.015661191,-0.106019326,0.21809655,-0.051633958,-0.2791244,-0.23404323,-0.3774829,-0.07833679,-0.11793149,0.01891808,-0.040602017,0.18652289,-0.12035767,-0.10888786,0.053207144,0.10275147,0.07493481,0.12128472,-0.19637275,-0.05997084,0.033477455,-0.23557697,0.14522359,0.119325854,-0.014358584,-0.23242691,0.041758016,0.022090584,0.08896848,-0.16331033,-0.12283522,-0.34418464,0.023440072,0.07442859,0.11919505,-0.22661367,0.14173305,-0.124460384,-0.05254285,0.18264407,-0.117976226,0.04083249,0.120710544,-0.08199981,-0.040995684,-0.12419287,0.18636803,-0.00067932403,-0.16283101,-0.17684945,0.33802885,0.025559783,0.07316508,-0.1231429,0.3551363,0.18279031,0.0394439,0.24008176,0.047668397,-0.112329856,0.022751335,0.25381088,0.24623816,0.0042674798,-0.3028441,0.14274453,-0.1363156
CDC45,0,-0.11011715,0.11066541,0.043231297,0.015225833,0.10735708,-0.25049487,0.07264018,0.38849652,-0.15706165,0.05297644,-0.15836193,-0.21138903,-0.014908528,0.08452866,0.0057725497,-0.12001057,0.02649728,-0.23989587,-0.011602446,-0.36890614,0.03351605,0.12160893,0.12029832,-0.07608289,-0.05385883,-0.024830738,-0.20071092,-0.20485699,-0.08972983,0.0010941095,0.27480322,0.07012937,0.057406574,0.008428928,-0.105277404,0.22238335,-0.052293926,-0.283829,-0.23959443,-0.36344373,-0.08200836,-0.12912896,0.020472428,-0.028413136,0.17581499,-0.12693757,-0.10118807,0.06501818,0.10704994,0.089825965,0.12126718,-0.20597857,-0.07151418,0.014555061,-0.23379539,0.13009459,0.10485715,-0.030082567,-0.22908989,0.055969074,0.022310408,0.07606615,-0.15707268,-0.12977405,-0.3471339,0.03342868,0.07998002,0.12839684,-0.22814983,0.14431444,-0.1253921,-0.050063048,0.19630447,-0.13435185,0.049175397,0.12659344,-0.08148404,-0.04982187,-0.14164098,0.17767607,0.0078055314,-0.15991317,-0.17981923,0.34956136,0.025618767,0.072491825,-0.11652846,0.37326437,0.18472226,0.024626002,0.25258923,0.03538323,-0.121773735,0.02713538,0.2592403,0.26071268,0.015726838,-0.31257015,0.14820601,-0.13792054
SHC3,0,-0.14414287,0.14322338,0.070148736,0.009543122,0.15167333,-0.34015328,0.084746286,0.50547636,-0.1997191,0.07655689,-0.20174743,-0.27919886,-0.018741386,0.12202039,0.0075630937,-0.16464564,0.022463532,-0.31440216,-0.027251847,-0.4910971,0.036012705,0.17323044,0.17760557,-0.09659673,-0.08806907,-0.028502077,-0.26636422,-0.2599625,-0.108661786,0.020503193,0.3508462,0.078748815,0.0805552,0.01078512,-0.13140845,0.26824397,-0.08714132,-0.38529575,-0.31650376,-0.48751068,-0.10954846,-0.17510575,0.02277507,-0.032646276,0.24478821,-0.16030262,-0.12815367,0.080140606,0.13295409,0.11037186,0.16719197,-0.25782928,-0.095549576,0.016603144,-0.30638888,0.18417335,0.14255287,-0.04106726,-0.3175543,0.05347899,0.02976889,0.105474986,-0.21032663,-0.1680741,-0.45282662,0.032697298,0.084901564,0.15879886,-0.3176714,0.17919877,-0.16859809,-0.082046986,0.24505411,-0.17377111,0.055705704,0.15819575,-0.113921,-0.05807479,-0.17494936,0.24038191,-0.0151111195,-0.2119411,-0.21762003,0.43819118,0.025673782,0.086939,-0.16215011,0.49267882,0.24608839,0.0494585,0.32849953,0.058921028,-0.16372119,0.03988063,0.32720113,0.34116885,-0.0021937194,-0.40417334,0.18434837,-0.17974924
SLC14A1,0,-0.13144769,0.12071244,0.06302921,0.0067862635,0.123465896,-0.30422,0.07764205,0.44829705,-0.18216206,0.06327661,-0.18906057,-0.25131524,-0.028379193,0.098416515,0.015409066,-0.16162914,0.03138295,-0.27191928,-0.02105472,-0.43516114,0.031001648,0.14662519,0.15545917,-0.074637495,-0.069393255,-0.015805095,-0.25333032,-0.23772249,-0.097177334,0.019051211,0.31219867,0.06048267,0.07151059,0.015635088,-0.107220076,0.26149237,-0.07747009,-0.32862794,-0.29596117,-0.4439367,-0.08206532,-0.15059118,0.011698556,-0.044182554,0.2058646,-0.14488135,-0.11602987,0.072582625,0.12219309,0.105468966,0.15514189,-0.22938147,-0.08045772,0.025939766,-0.28295198,0.16894688,0.13991676,-0.019473068,-0.2834995,0.06638247,0.036394775,0.08608898,-0.19733532,-0.14519629,-0.39860305,0.034811523,0.07394015,0.13504297,-0.27993733,0.164136,-0.15386139,-0.07397217,0.22478598,-0.15066378,0.06911499,0.1456752,-0.09408603,-0.04686604,-0.14866401,0.20876122,-0.0034300091,-0.19672294,-0.19936448,0.39676806,0.036041066,0.08445499,-0.147999,0.42400107,0.22794926,0.048967328,0.2978762,0.036530763,-0.13166726,0.043728616,0.2895859,0.304267,0.020901633,-0.36298764,0.16231687,-0.16583951
CFAP45,0,-0.11924962,0.10894138,0.05665992,0.010557992,0.11846469,-0.2575019,0.0705187,0.39559075,-0.16279021,0.061706163,-0.1637714,-0.22072388,-0.017647626,0.08064615,0.011570969,-0.14193578,0.006336465,-0.24841401,-0.010117476,-0.38769963,0.04289643,0.14126109,0.13578776,-0.063433364,-0.06140372,-0.009350023,-0.21977146,-0.19105682,-0.08570841,0.00837392,0.2740692,0.05609874,0.07142419,0.009632132,-0.10000632,0.21576792,-0.060285058,-0.2889755,-0.24924828,-0.376017,-0.084341235,-0.124190174,0.010232544,-0.034536816,0.18640354,-0.122595824,-0.08607639,0.048473716,0.09616352,0.087299034,0.13593578,-0.19920214,-0.0605321,0.025882011,-0.23060304,0.14248845,0.1081022,-0.032343388,-0.2285477,0.050541487,0.036401145,0.08718475,-0.17364287,-0.12795517,-0.35097945,0.023679117,0.07748493,0.1158677,-0.24487144,0.14242071,-0.13202414,-0.04985066,0.19851074,-0.13020985,0.04087853,0.12624966,-0.07215876,-0.04935157,-0.13821849,0.19317421,-0.012636987,-0.15338366,-0.1820385,0.33125585,0.03136088,0.0622821,-0.12598753,0.38478386,0.20304182,0.035268284,0.253203,0.04030411,-0.11327284,0.022471718,0.25815794,0.2672302,-0.003702329,-0.30995378,0.13879655,-0.124310166
SELENOS,0,-0.10287443,0.0940069,0.05647753,0.0062813777,0.113622785,-0.24316011,0.06519053,0.37608874,-0.15396617,0.057823934,-0.14383475,-0.21600087,-0.013833595,0.088843904,0.015770301,-0.11623396,0.020031612,-0.22296958,-0.014724679,-0.36455947,0.04375619,0.1183316,0.1347121,-0.0633738,-0.06795731,-0.024663609,-0.18993002,-0.1852662,-0.08377292,0.0069477353,0.27163768,0.060073562,0.0640193,0.003809176,-0.08605487,0.20397888,-0.056251034,-0.28451023,-0.2457667,-0.34720477,-0.068223625,-0.12752585,0.020015711,-0.032040145,0.18018924,-0.12602518,-0.091014735,0.046297632,0.08796252,0.09051917,0.11686402,-0.18346822,-0.07383423,0.025465006,-0.21628502,0.13793509,0.11194468,-0.011124603,-0.22205281,0.041685715,0.018739825,0.07146314,-0.15827535,-0.12953475,-0.32751173,0.025910668,0.06943232,0.12192388,-0.21964212,0.13155389,-0.121273294,-0.050877124,0.18092343,-0.12513182,0.054793127,0.11834859,-0.0686424,-0.028247803,-0.13162127,0.17091495,-0.0103528,-0.14976934,-0.16906393,0.3189058,0.016214078,0.068037145,-0.11264885,0.34844303,0.18651712,0.024004418,0.23304333,0.028768886,-0.10144837,0.024213234,0.24168795,0.24292904,0.016573988,-0.29258835,0.13076939,-0.12360197
PLOD1,0,-0.117643446,0.10195464,0.05512949,0.0061767944,0.117679246,-0.25479206,0.06572805,0.38937354,-0.16287284,0.042956803,-0.1466794,-0.22197542,-0.016353395,0.079728715,0.0051768776,-0.11904052,0.010478857,-0.22866279,-0.010670503,-0.37857774,0.03735312,0.13401493,0.12699673,-0.06991552,-0.058511008,-0.00212452,-0.21450268,-0.18588513,-0.0764913,0.0029163416,0.27340606,0.06743688,0.065309785,-0.0019388364,-0.101698115,0.21547836,-0.06009948,-0.28740016,-0.24802998,-0.37679216,-0.075717255,-0.12126911,0.0068625207,-0.039692186,0.18188454,-0.11623518,-0.106002055,0.05466333,0.10874109,0.07836296,0.12382668,-0.20565134,-0.07260963,0.025818188,-0.23070809,0.13193236,0.11655852,-0.028306268,-0.22572686,0.045582194,0.02353395,0.0741771,-0.16281082,-0.11632285,-0.3368073,0.040460836,0.07953194,0.12091334,-0.23893543,0.14976141,-0.124258704,-0.053512815,0.17881842,-0.13271019,0.045466147,0.11776329,-0.08208706,-0.037863813,-0.12301621,0.18525521,0.007551985,-0.16167355,-0.18088588,0.33565485,0.020967534,0.06929984,-0.11285886,0.37525964,0.1875711,0.02371072,0.2578934,0.05254598,-0.118119225,0.03541417,0.24702682,0.24022804,0.00022332484,-0.29184344,0.13108303,-0.13952428
PLAUR,0,-0.114663474,0.10016122,0.048462547,0.014385612,0.1116001,-0.24726734,0.06352913,0.3727189,-0.14522299,0.04676221,-0.15558955,-0.20918043,-0.026370859,0.08557191,0.010421077,-0.12145435,0.013937683,-0.23406087,-0.009008937,-0.3659634,0.032582495,0.13243482,0.13455252,-0.06305185,-0.06811993,-0.015246542,-0.21216628,-0.18643744,-0.07375646,0.008960438,0.26117128,0.05298449,0.06535401,-9.6874544e-05,-0.0930557,0.21557513,-0.06454847,-0.27308172,-0.23497376,-0.36928287,-0.082429804,-0.1294004,0.010857717,-0.030170051,0.1719767,-0.123862945,-0.0952147,0.054851,0.105307385,0.08114152,0.13551751,-0.1934216,-0.063696384,0.02122191,-0.23722105,0.12936464,0.10495054,-0.023725927,-0.2278482,0.03574981,0.02228484,0.06717848,-0.15660453,-0.11791338,-0.32057223,0.03811925,0.069965385,0.11006912,-0.22563335,0.15166189,-0.13272831,-0.0585677,0.17393912,-0.11396354,0.043999635,0.12839654,-0.077106096,-0.045516156,-0.1182987,0.17435457,-0.0042873346,-0.15565433,-0.17569365,0.33699486,0.015598786,0.06419504,-0.106314465,0.36751398,0.19143322,0.029636074,0.23875327,0.043326467,-0.10639998,0.031149298,0.24070694,0.25545073,0.0057801856,-0.28077048,0.12828164,-0.123336665
SPEF2,0,-0.09851477,0.10085423,0.03755875,-0.005300467,0.097092494,-0.24023448,0.05353547,0.33765328,-0.13160838,0.0420063,-0.14514089,-0.19729258,-0.016616916,0.07870905,0.002099146,-0.109785214,0.023125311,-0.20934606,-0.015239096,-0.3268975,0.020635739,0.11437431,0.107369035,-0.05846846,-0.05776691,-0.017238986,-0.18650441,-0.16957976,-0.08044532,0.010870795,0.24734591,0.05254998,0.05114647,0.0031484962,-0.08185098,0.18214087,-0.044902675,-0.26038018,-0.22871932,-0.32130575,-0.07032055,-0.12465067,0.00903591,-0.027907932,0.16192248,-0.099623986,-0.08414701,0.041160733,0.10032625,0.079182625,0.10714024,-0.1821283,-0.062450297,0.027052352,-0.20294921,0.124529846,0.10766346,-0.012602605,-0.2165314,0.038423676,0.023811005,0.07601545,-0.15230644,-0.10608779,-0.30188352,0.02211656,0.054585997,0.10637151,-0.21528386,0.13114807,-0.12153461,-0.06088622,0.16794062,-0.09907021,0.053228084,0.115340784,-0.060941,-0.034062043,-0.120156854,0.1645072,-0.0021908123,-0.13651009,-0.14631478,0.30719134,0.026483392,0.06967366,-0.10244115,0.33369118,0.17964768,0.022037795,0.2184307,0.030340238,-0.0926382,0.032135773,0.21698166,0.21920605,0.018636176,-0.26266813,0.12568709,-0.118291736
LTO1,0,-0.12607384,0.12498785,0.053699885,0.0041701477,0.13158107,-0.28077295,0.05960354,0.4186451,-0.17662905,0.056982227,-0.16271207,-0.23103814,-0.0151868425,0.092592426,0.013994021,-0.14541294,0.010393074,-0.25849664,-0.022539949,-0.4173537,0.03843219,0.1345058,0.1541645,-0.07351655,-0.06699788,-0.012746563,-0.23721018,-0.21719472,-0.09615986,0.01662563,0.29470447,0.07601728,0.06540752,0.00870228,-0.112807855,0.23150992,-0.07441189,-0.31556535,-0.28140825,-0.41015026,-0.08299162,-0.14472654,0.017055035,-0.027420836,0.19626956,-0.13333872,-0.11594633,0.055046458,0.10692805,0.08050488,0.15446545,-0.21300471,-0.081291385,0.021200592,-0.261621,0.15719868,0.13037068,-0.02235763,-0.25173348,0.06274985,0.024144404,0.093421884,-0.18611188,-0.14782873,-0.36823046,0.043542825,0.07094494,0.13052677,-0.2676546,0.15860195,-0.15934603,-0.05382631,0.20166285,-0.14101213,0.048500802,0.14196405,-0.08060335,-0.042666942,-0.13519521,0.21130358,0.0025758557,-0.17450279,-0.202547,0.36830613,0.025279732,0.08365104,-0.13563704,0.412683,0.21164326,0.031539865,0.2861138,0.03517459,-0.13596763,0.022674818,0.28817752,0.2781609,-0.0009290633,-0.3424613,0.16295649,-0.15217702
CHAF1B,0,-0.11968486,0.10546023,0.04449861,-0.0038640818,0.10865113,-0.26081124,0.06343167,0.37932062,-0.14467463,0.065659635,-0.16382827,-0.21859933,-0.01849077,0.09097818,0.0142782135,-0.13273464,0.024968218,-0.22657749,-0.0063395062,-0.36703387,0.023990015,0.12149405,0.13829292,-0.066042766,-0.06479616,-0.013225333,-0.21840361,-0.19500348,-0.090548135,0.017158693,0.27147254,0.052859798,0.05524118,0.014995226,-0.090359636,0.21331841,-0.06376523,-0.28116372,-0.23843476,-0.368464,-0.08611929,-0.13288254,0.008044107,-0.040089097,0.18915683,-0.12344136,-0.10960291,0.047360674,0.09847243,0.09167117,0.12872107,-0.2011098,-0.07192456,0.015016644,-0.2314647,0.12846628,0.108292244,-0.012618038,-0.2330243,0.04176874,0.026920866,0.0776913,-0.17330979,-0.1308661,-0.34905094,0.034069773,0.070472464,0.112605676,-0.23095073,0.13641462,-0.1270164,-0.053818397,0.1925945,-0.11740323,0.04585847,0.12172479,-0.08329063,-0.051925916,-0.13613851,0.17689846,0.002347915,-0.1653203,-0.1792879,0.3433446,0.02762258,0.08156854,-0.12907138,0.35804433,0.19268034,0.026540052,0.24879041,0.028722756,-0.117666386,0.034906287,0.25907403,0.24509493,0.008955991,-0.31323388,0.15054263,-0.13824004
ATP5PF,0,-0.14160083,0.13571629,0.0719284,0.0050914926,0.12610146,-0.3069553,0.07434504,0.4570134,-0.18089274,0.06196977,-0.18133795,-0.26906756,-0.016604194,0.10094425,0.004709439,-0.15946557,0.03212636,-0.2857885,-0.023051774,-0.4372484,0.045073945,0.15545334,0.15957698,-0.07755396,-0.06671928,-0.019243527,-0.24152607,-0.24352683,-0.09803677,0.003840603,0.3142596,0.07423598,0.0789137,0.0012782714,-0.11933798,0.2537804,-0.07078333,-0.3453422,-0.28229544,-0.4302769,-0.08857027,-0.15007363,0.027683625,-0.03830456,0.20815365,-0.15189272,-0.11123013,0.07551252,0.11922868,0.08817023,0.14303653,-0.23473121,-0.08246435,0.030680655,-0.26746646,0.16366073,0.12793541,-0.025227807,-0.2924114,0.05619944,0.034668818,0.08823952,-0.19723733,-0.14378165,-0.41163653,0.047351163,0.09429711,0.14945684,-0.28473923,0.16452415,-0.1565812,-0.061657824,0.21959391,-0.15780243,0.057800025,0.15871549,-0.09361042,-0.061404698,-0.14840055,0.21700624,-0.00071729225,-0.18952015,-0.19748202,0.40048185,0.020960426,0.079244345,-0.14808293,0.43312848,0.23332494,0.026629884,0.30194297,0.047665756,-0.13938493,0.042360645,0.30401862,0.3075126,0.013855625,-0.35000747,0.16698535,-0.17161083
TM9SF2,0,-0.13235468,0.10593885,0.06228851,0.0044485424,0.10909219,-0.28921288,0.06724061,0.4027193,-0.18040878,0.060572416,-0.17137015,-0.2383295,-0.031929586,0.087835655,0.019525608,-0.13966292,0.014490143,-0.25122154,-0.022682069,-0.40118968,0.037445012,0.1314868,0.14675097,-0.085643426,-0.062136136,-0.02842903,-0.21786271,-0.21661107,-0.10521427,0.0068764393,0.2943104,0.072329536,0.075631395,0.016899098,-0.107300766,0.23701924,-0.054389346,-0.31449586,-0.26382995,-0.40099934,-0.08465362,-0.1400949,0.024768366,-0.039790876,0.19347274,-0.13320215,-0.104171686,0.053671785,0.10571425,0.08611446,0.12230309,-0.22333294,-0.07294011,0.029615233,-0.25696722,0.14064431,0.12617522,-0.025968486,-0.24507348,0.061228316,0.03576555,0.08445037,-0.17994508,-0.13219444,-0.36513254,0.029361866,0.068370745,0.11993352,-0.24694727,0.14739339,-0.14005613,-0.062626146,0.20233884,-0.13158876,0.04992249,0.12810646,-0.08321835,-0.03957617,-0.14755967,0.19091469,0.006149219,-0.16533075,-0.1820851,0.36423144,0.022261158,0.07664035,-0.12992111,0.39934295,0.21469079,0.03758086,0.274404,0.043918576,-0.13091637,0.026199264,0.27406132,0.27915213,0.020528551,-0.32976046,0.14914414,-0.15750082
THOC3,0,-0.13121869,0.11728675,0.052681062,0.005727004,0.1319079,-0.29708645,0.078033864,0.43126404,-0.18366282,0.06631172,-0.18233676,-0.25206268,-0.022784298,0.100479305,0.0046282997,-0.14316714,0.029475518,-0.26806745,-0.020245098,-0.42281073,0.03504619,0.15283985,0.13442439,-0.07166965,-0.061751496,-0.018198386,-0.23611435,-0.21552254,-0.094834946,0.009812807,0.30912837,0.06642666,0.06259547,0.011667531,-0.10610728,0.2486956,-0.072801575,-0.3237026,-0.2662625,-0.4073239,-0.09030979,-0.14038001,0.015779309,-0.028446605,0.20944172,-0.12738398,-0.104544565,0.06281852,0.11645387,0.08693101,0.14098443,-0.21811946,-0.07867335,0.012823644,-0.2587321,0.15350382,0.12425533,-0.023072673,-0.27542445,0.05632126,0.04379897,0.08205201,-0.1827767,-0.14670251,-0.38371095,0.037458863,0.08285194,0.13141763,-0.26801276,0.1573463,-0.14899705,-0.070641294,0.2116072,-0.12994236,0.06363979,0.14612046,-0.08636408,-0.058374498,-0.13722059,0.19713816,-0.010960989,-0.18328987,-0.1916887,0.38561797,0.028299285,0.0807666,-0.141269,0.41053036,0.21599618,0.042423368,0.27765512,0.053396463,-0.12408873,0.038052864,0.27249554,0.27356428,0.008264679,-0.33166465,0.15424927,-0.15476114
TPSB2,0,-0.10779769,0.09615431,0.045530263,0.010183094,0.109818615,-0.23189999,0.06463529,0.3575691,-0.13925014,0.056630064,-0.15406245,-0.19956088,-0.014543371,0.08721367,0.011185197,-0.11213471,0.008093351,-0.21788754,-0.0041631195,-0.35363567,0.039742388,0.1186318,0.12082472,-0.069919914,-0.06565998,-0.024585191,-0.19371225,-0.18635097,-0.070448525,0.008795702,0.25892758,0.055777885,0.052367065,0.015994716,-0.099682,0.19097301,-0.051994734,-0.2779413,-0.22294262,-0.3556171,-0.06593886,-0.12487794,0.025113503,-0.0220172,0.17440133,-0.108242474,-0.09104609,0.0578774,0.098539874,0.0801689,0.12140396,-0.1782487,-0.0643941,0.028582416,-0.21605524,0.12954094,0.11132439,-0.018618576,-0.21805301,0.055014078,0.030911861,0.06519796,-0.153974,-0.111901134,-0.3079128,0.03127554,0.072019495,0.12079045,-0.23218848,0.13244984,-0.13131759,-0.05457397,0.17172825,-0.11589891,0.05361693,0.11292671,-0.08279483,-0.046129256,-0.117755905,0.17623278,-0.010602623,-0.14657283,-0.1659955,0.31710485,0.018570872,0.07617357,-0.11388499,0.34104118,0.18015347,0.023231992,0.23371734,0.037879817,-0.10929314,0.019875048,0.23895596,0.24251781,0.002913005,-0.27646825,0.1259307,-0.13492312
VPS33A,0,-0.12680343,0.11355196,0.051497906,0.014104518,0.12332187,-0.2759701,0.06108099,0.41960362,-0.15798445,0.058926202,-0.16598666,-0.24441501,-0.024272831,0.10150946,0.020795962,-0.13349731,0.015197735,-0.25436708,-0.008554294,-0.42320487,0.023858352,0.14546365,0.140437,-0.08269062,-0.07092431,-0.0104193315,-0.22265396,-0.2118034,-0.09328679,0.004225075,0.30235383,0.07130005,0.062441405,0.005596782,-0.10372537,0.23041803,-0.07041739,-0.30959928,-0.2690697,-0.41579983,-0.08848748,-0.1409315,0.021913398,-0.031242985,0.20067923,-0.14407946,-0.114156276,0.0609991,0.11074492,0.09142292,0.15288925,-0.22906674,-0.07386342,0.017712535,-0.25154313,0.16133302,0.12658481,-0.012481445,-0.26777452,0.05339428,0.040084686,0.09566143,-0.17065169,-0.14222695,-0.3678115,0.034099925,0.071775116,0.1378521,-0.2543546,0.16422075,-0.15394256,-0.07165045,0.20081069,-0.14170921,0.05641523,0.12891011,-0.08846802,-0.049527425,-0.14704983,0.20806256,0.002017893,-0.1759647,-0.19014278,0.38132223,0.01982662,0.07637604,-0.1322434,0.41085726,0.22241205,0.041703284,0.2707042,0.05470647,-0.1217716,0.036183745,0.2818773,0.28049934,0.013900325,-0.3425283,0.14846742,-0.13924715
